,value_as_string,0,1,2
884,SCBU^SCBU NU08^NU08-33,SCBU,SCBU NU08,NU08-33
220,SCBU^SCBU NU07^NU07-27,SCBU,SCBU NU07,NU07-27
16,SCBU^SCBU SR01^SR01-01C,SCBU,SCBU SR01,SR01-01C
647,SCBU^SCBU NU06^NU06-23,SCBU,SCBU NU06,NU06-23
393,SCBU^SCBU SR02^SR02-02B,SCBU,SCBU SR02,SR02-02B
1154,SCBU^SCBU NU07^NU07-30,SCBU,SCBU NU07,NU07-30
1732,SINQ^C1SITU CB03^CB03-03,SINQ,C1SITU CB03,CB03-03
796,SINQ^null^null,SINQ,null,null
263,SINQ^C1SITU CB17^CB17-17,SINQ,C1SITU CB17,CB17-17
1825,SINQ^C1SITU CB18^CB18-18,SINQ,C1SITU CB18,CB18-18
1730,SINQ^C1SITU CB01^CB01-01,SINQ,C1SITU CB01,CB01-01
648,SINQ^C1SITU SR19^SR19-19,SINQ,C1SITU SR19,SR19-19
132,SINQ^C1SITU SR08^SR08-08,SINQ,C1SITU SR08,SR08-08
1001,SINQ^C1SITU CB04^CB04-04,SINQ,C1SITU CB04,CB04-04
780,SINQ^C1SITU CB05^CB05-05,SINQ,C1SITU CB05,CB05-05
781,SINQ^C1SITU CB06^CB06-06,SINQ,C1SITU CB06,CB06-06
1015,SINQ^C1SITU CB11^CB11-11,SINQ,C1SITU CB11,CB11-11
637,SINQ^C1SITU CB02^CB02-02,SINQ,C1SITU CB02,CB02-02
1317,SINQ^C1SITU CB13^CB13-13,SINQ,C1SITU CB13,CB13-13
285,SINQ^C1SITU CB16^CB16-16,SINQ,C1SITU CB16,CB16-16
564,SINQ^C1SITU CB14^CB14-14,SINQ,C1SITU CB14,CB14-14
210,SINQ^C1SITU CB12^CB12-12,SINQ,C1SITU CB12,CB12-12
1221,SINQ^C1SITU CB15^CB15-15,SINQ,C1SITU CB15,CB15-15
1026,SINQ^C1SITU CB10^CB10-10,SINQ,C1SITU CB10,CB10-10
517,SINQ^C1SITU SR07^SR07-07,SINQ,C1SITU SR07,SR07-07
1364,SINQ^C1SITU CB09^CB09-09,SINQ,C1SITU CB09,CB09-09
374,SINQ^C1SITU WAITING^WAIT,SINQ,C1SITU WAITING,WAIT
141,SPEV^OFF EVERGRN BY05^BY05-13,SPEV,OFF EVERGRN BY05,BY05-13
1102,SPEV^OFF EVERGRN BY01^BY01-02,SPEV,OFF EVERGRN BY01,BY01-02
626,SPEV^OFF EVERGRN BY01^BY01-04,SPEV,OFF EVERGRN BY01,BY01-04
367,SPEV^OFF EVERGRN BY06^BY06-15,SPEV,OFF EVERGRN BY06,BY06-15
32,SPEV^OFF EVERGRN BY01^BY01-03,SPEV,OFF EVERGRN BY01,BY01-03
22,SPEV^OFF EVERGRN BY03^BY03-10,SPEV,OFF EVERGRN BY03,BY03-10
1683,SPEV^OFF EVERGRN BY01^BY01-01,SPEV,OFF EVERGRN BY01,BY01-01
899,SPEV^OFF EVERGRN BY02^BY02-08,SPEV,OFF EVERGRN BY02,BY02-08
1764,SPEV^OFF EVERGRN BY03^BY03-09,SPEV,OFF EVERGRN BY03,BY03-09
940,SPEV^OFF EVERGRN BY05^BY05-12,SPEV,OFF EVERGRN BY05,BY05-12
566,SPEV^OFF EVERGRN SR11^SR11-11,SPEV,OFF EVERGRN SR11,SR11-11
959,SPEV^OFF EVERGRN BY02^BY02-07,SPEV,OFF EVERGRN BY02,BY02-07
7,SPEV^OFF EVERGRN BY06^BY06-14,SPEV,OFF EVERGRN BY06,BY06-14
1385,SPEV^OFF EVERGRN BY02^BY02-06,SPEV,OFF EVERGRN BY02,BY02-06
1386,SPEV^OFF EVERGRN WAITING^WAIT,SPEV,OFF EVERGRN WAITING,WAIT
1225,SPEV^OFF EVERGRN BY06^BY06-16,SPEV,OFF EVERGRN BY06,BY06-16
1827,SPEV^OFF EVERGRN BY06^BY06-17,SPEV,OFF EVERGRN BY06,BY06-17
9,SPEV^OFF EVERGRN BY02^BY02-05,SPEV,OFF EVERGRN BY02,BY02-05
61,SSUN^RNTNE SSU SR16^SR16-16,SSUN,RNTNE SSU SR16,SR16-16
725,SSUN^null^null,SSUN,null,null
1575,SSUN^RNTNE SSU DAYCASE^DAYCASE,SSUN,RNTNE SSU DAYCASE,DAYCASE
351,T01^T01 BY03^BY03-43R,T01,T01 BY03,BY03-43R
1275,T01^T01 BY04^BY04-51B,T01,T01 BY04,BY04-51B
1216,T01^T01 BY02^BY02-15G,T01,T01 BY02,BY02-15G
825,T01^T01 BY01^BY01-11Y,T01,T01 BY01,BY01-11Y
196,T01^T01 BY01^BY01-05Y,T01,T01 BY01,BY01-05Y
1458,T01^T01 SR03^SR03-03Y,T01,T01 SR03,SR03-03Y
818,T01^T01 BY03^BY03-31R,T01,T01 BY03,BY03-31R
183,T01^T01 SR02^SR02-02Y,T01,T01 SR02,SR02-02Y
1406,T01^T01 BY03^BY03-35R,T01,T01 BY03,BY03-35R
147,T01^T01 BY02^BY02-24G,T01,T01 BY02,BY02-24G
444,T01^T01 BY02^BY02-18G,T01,T01 BY02,BY02-18G
158,T01^T01 WAITING^WAIT,T01,T01 WAITING,WAIT
1370,T01^T01 SR55^SR55-55B,T01,T01 SR55,SR55-55B
1357,T01^T01 BY02^BY02-16G,T01,T01 BY02,BY02-16G
717,T01^T01 BY02^BY02-26G,T01,T01 BY02,BY02-26G
1170,T01^T01 BY02^BY02-17G,T01,T01 BY02,BY02-17G
817,T01^T01 SR14^SR14-14Y,T01,T01 SR14,SR14-14Y
361,T01^T01 BY02^BY02-19G,T01,T01 BY02,BY02-19G
700,T01^T01 BY03^BY03-37R,T01,T01 BY03,BY03-37R
1325,T01^T01 BY03^BY03-36R,T01,T01 BY03,BY03-36R
1443,T01^T01 SR54^SR54-54B,T01,T01 SR54,SR54-54B
1413,T01^T01 SR41^SR41-41R,T01,T01 SR41,SR41-41R
681,T01^T01 BY04^BY04-48B,T01,T01 BY04,BY04-48B
355,T01^T01 BY01^BY01-07Y,T01,T01 BY01,BY01-07Y
1375,T01^T01 BY03^BY03-45R,T01,T01 BY03,BY03-45R
1475,T01^T01 SR57^SR57-57B,T01,T01 SR57,SR57-57B
1562,T01^T01 BY03^BY03-38R,T01,T01 BY03,BY03-38R
585,T01^T01 BY03^BY03-42R,T01,T01 BY03,BY03-42R
1032,T01^T01 BY02^BY02-25G,T01,T01 BY02,BY02-25G
269,T01^T01 BY02^BY02-29G,T01,T01 BY02,BY02-29G
560,T01^T01 SR01^SR01-01Y,T01,T01 SR01,SR01-01Y
1632,T01^T01 BY02^BY02-30G,T01,T01 BY02,BY02-30G
1469,T01^T01 BY03^BY03-34R,T01,T01 BY03,BY03-34R
1644,T01^T01 BY04^BY04-52B,T01,T01 BY04,BY04-52B
1652,T01^T01 BY03^BY03-32R,T01,T01 BY03,BY03-32R
1002,T01^T01 BY02^BY02-21G,T01,T01 BY02,BY02-21G
1690,T01^T01 BY01^BY01-10Y,T01,T01 BY01,BY01-10Y
1696,T01^T01 BY03^BY03-33R,T01,T01 BY03,BY03-33R
421,T01^T01 BY04^BY04-50B,T01,T01 BY04,BY04-50B
976,T01^T01 BY03^BY03-44R,T01,T01 BY03,BY03-44R
512,T01^T01 BY03^BY03-40R,T01,T01 BY03,BY03-40R
423,T01^T01 BY02^BY02-22G,T01,T01 BY02,BY02-22G
1746,T01^T01 BY02^BY02-23G,T01,T01 BY02,BY02-23G
426,T01^T01 BY04^BY04-47B,T01,T01 BY04,BY04-47B
1773,T01^T01 BY02^BY02-28G,T01,T01 BY02,BY02-28G
947,T01^T01 BY04^BY04-46B,T01,T01 BY04,BY04-46B
3,T01^T01 BY04^BY04-53B,T01,T01 BY04,BY04-53B
438,T01^T01 BY01^BY01-12Y,T01,T01 BY01,BY01-12Y
1835,T01^T01 BY04^BY04-49B,T01,T01 BY04,BY04-49B
594,T01^T01 BY03^BY03-39R,T01,T01 BY03,BY03-39R
1543,T01^T01 BY01^BY01-08Y,T01,T01 BY01,BY01-08Y
1636,T01^T01 SR04^SR04-04Y,T01,T01 SR04,SR04-04Y
1078,T01^T01 BY01^BY01-09Y,T01,T01 BY01,BY01-09Y
115,T01^T01 BY02^BY02-27G,T01,T01 BY02,BY02-27G
617,T01^T01 BY01^BY01-06Y,T01,T01 BY01,BY01-06Y
1516,T01^T01 BY02^BY02-20G,T01,T01 BY02,BY02-20G
1514,T01^T01 SR56^SR56-56B,T01,T01 SR56,SR56-56B
952,T02ANGI^UCH T02 ANGI POOL^WAIT,T02ANGI,UCH T02 ANGI POOL,WAIT
1677,T02ANGI^null^null,T02ANGI,null,null
1534,T02THR^UCHT02THR POOL01^THR,T02THR,UCHT02THR POOL01,THR
1157,T03^T03 BY02^BY02-21,T03,T03 BY02,BY02-21
495,T03^T03 BY04^BY04-30,T03,T03 BY04,BY04-30
553,T03^T03 BY03^BY03-23,T03,T03 BY03,BY03-23
551,T03^T03 BY03^BY03-26,T03,T03 BY03,BY03-26
1638,T03^T03 BY04^BY04-29,T03,T03 BY04,BY04-29
1481,T03^T03 BY03^BY03-22,T03,T03 BY03,BY03-22
1649,T03^T03 SR01^SR01-01,T03,T03 SR01,SR01-01
823,T03^T03 BY04^BY04-28,T03,T03 BY04,BY04-28
237,T03^T03 BY02^BY02-20,T03,T03 BY02,BY02-20
1208,T03^T03 BY01^BY01-11,T03,T03 BY01,BY01-11
332,T03^T03 BY02^BY02-18,T03,T03 BY02,BY02-18
688,T03^T03 BY05^BY05-36,T03,T03 BY05,BY05-36
1429,T03^T03 SR32^SR32-32,T03,T03 SR32,SR32-32
334,T03^T03 SR07^SR07-07,T03,T03 SR07,SR07-07
180,T03^T03 BY01^BY01-15,T03,T03 BY01,BY01-15
716,T03^T03 BY03^BY03-24,T03,T03 BY03,BY03-24
712,T03^T03 BY05^BY05-34,T03,T03 BY05,BY05-34
618,T03^T03 BY04^BY04-31,T03,T03 BY04,BY04-31
711,T03^T03 SR06^SR06-06,T03,T03 SR06,SR06-06
278,T03^T03 SR04^SR04-04,T03,T03 SR04,SR04-04
487,T03^T03 BY01^BY01-14,T03,T03 BY01,BY01-14
1717,T03^T03 SR05^SR05-05,T03,T03 SR05,SR05-05
1252,T03^T03 BY01^BY01-16,T03,T03 BY01,BY01-16
588,T03^T03 SR08^SR08-08,T03,T03 SR08,SR08-08
1439,T03^T03 SR03^SR03-03,T03,T03 SR03,SR03-03
1396,T03^T03 BY05^BY05-35,T03,T03 BY05,BY05-35
342,T03^T03 BY01^BY01-12,T03,T03 BY01,BY01-12
858,T03^T03 SR10^SR10-10,T03,T03 SR10,SR10-10
589,T03^T03 BY03^BY03-25,T03,T03 BY03,BY03-25
1135,T03^T03 BY02^BY02-17,T03,T03 BY02,BY02-17
1547,T03^T03 SR02^SR02-02,T03,T03 SR02,SR02-02
1588,T03^T03 SR09^SR09-09,T03,T03 SR09,SR09-09
812,T03^T03 BY04^BY04-27,T03,T03 BY04,BY04-27
96,T03^T03 BY02^BY02-19,T03,T03 BY02,BY02-19
431,T03^T03 BY05^BY05-33,T03,T03 BY05,BY05-33
1431,T03^T03 WAITING^WAIT,T03,T03 WAITING,WAIT
1247,T06C^T06C BY07^BY07-36,T06C,T06C BY07,BY07-36
1478,T06C^T06C SR41^SR41-41,T06C,T06C SR41,SR41-41
534,T06C^T06C BY07^BY07-32,T06C,T06C BY07,BY07-32
1426,T06C^T06C BY07^BY07-35,T06C,T06C BY07,BY07-35
1653,T06C^T06C BY08^BY08-37,T06C,T06C BY08,BY08-37
1709,T06C^T06C BY09^BY09-43,T06C,T06C BY09,BY09-43
164,T06C^T06C BY06^BY06-30,T06C,T06C BY06,BY06-30
662,T06C^T06C BY05^BY05-25,T06C,T06C BY05,BY05-25
672,T06C^T06C BY09^BY09-42,T06C,T06C BY09,BY09-42
1403,T06C^T06C BY05^BY05-26,T06C,T06C BY05,BY05-26
1222,T06C^T06C BY07^BY07-33,T06C,T06C BY07,BY07-33
1031,T06C^T06C BY06^BY06-28,T06C,T06C BY06,BY06-28
1086,T06C^T06C BY09^BY09-45,T06C,T06C BY09,BY09-45
130,T06C^T06C BY08^BY08-40,T06C,T06C BY08,BY08-40
155,T06C^T06C BY06^BY06-31,T06C,T06C BY06,BY06-31
621,T06C^T06C BY09^BY09-44,T06C,T06C BY09,BY09-44
1384,T06C^T06C BY06^BY06-29,T06C,T06C BY06,BY06-29
1367,T06C^T06C WAITING^WAIT,T06C,T06C WAITING,WAIT
773,T06C^T06C BY07^BY07-34,T06C,T06C BY07,BY07-34
1390,T06C^T06C BY08^BY08-38,T06C,T06C BY08,BY08-38
929,T06C^T06C BY05^BY05-24,T06C,T06C BY05,BY05-24
310,T06C^T06C BY06^BY06-27,T06C,T06C BY06,BY06-27
1579,T06C^T06C BY05^BY05-23,T06C,T06C BY05,BY05-23
1571,T06C^T06C BY08^BY08-39,T06C,T06C BY08,BY08-39
296,T06G^T06G BY51^BY51-51,T06G,T06G BY51,BY51-51
957,T06G^T06G BY60^BY60-60,T06G,T06G BY60,BY60-60
1201,T06G^T06G SR46^SR46-46,T06G,T06G SR46,SR46-46
1080,T06G^T06G SR48^SR48-48,T06G,T06G SR48,SR48-48
496,T06G^T06G BY59^BY59-59,T06G,T06G BY59,BY59-59
1818,T06G^T06G BY57^BY57-57,T06G,T06G BY57,BY57-57
456,T06G^T06G BY55^BY55-55,T06G,T06G BY55,BY55-55
1731,T06G^T06G WAITING^WAIT,T06G,T06G WAITING,WAIT
1122,T06G^T06G BY52^BY52-52,T06G,T06G BY52,BY52-52
111,T06G^T06G BY53^BY53-53,T06G,T06G BY53,BY53-53
1541,T06G^null^null,T06G,null,null
1720,T06G^T06G BY54^BY54-54,T06G,T06G BY54,BY54-54
567,T06G^T06G BY50^BY50-50,T06G,T06G BY50,BY50-50
1328,T06G^T06G BY56^BY56-56,T06G,T06G BY56,BY56-56
309,T06G^T06G SR47^SR47-47,T06G,T06G SR47,SR47-47
1394,T06G^T06G BY58^BY58-58,T06G,T06G BY58,BY58-58
1054,T06G^T06G SR49^SR49-49,T06G,T06G SR49,SR49-49
701,T06H^T06H BY03^BY03-14,T06H,T06H BY03,BY03-14
1257,T06H^T06H BY02^BY02-06,T06H,T06H BY02,BY02-06
203,T06H^T06H SR10^SR10-10,T06H,T06H SR10,SR10-10
460,T06H^T06H BY03^BY03-17,T06H,T06H BY03,BY03-17
1585,T06H^T06H BY04^BY04-19,T06H,T06H BY04,BY04-19
1192,T06H^T06H BY02^BY02-05,T06H,T06H BY02,BY02-05
1786,T06H^T06H BY04^BY04-22,T06H,T06H BY04,BY04-22
225,T06H^T06H BY01^BY01-03,T06H,T06H BY01,BY01-03
800,T06H^T06H BY01^BY01-01,T06H,T06H BY01,BY01-01
291,T06H^T06H BY03^BY03-18,T06H,T06H BY03,BY03-18
1381,T06H^T06H WAITING^WAIT,T06H,T06H WAITING,WAIT
101,T06H^T06H BY01^BY01-02,T06H,T06H BY01,BY01-02
414,T06H^T06H SR09^SR09-09,T06H,T06H SR09,SR09-09
1463,T06H^T06H BY01^BY01-04,T06H,T06H BY01,BY01-04
388,T06H^T06H BY03^BY03-15,T06H,T06H BY03,BY03-15
1074,T06H^T06H BY04^BY04-21,T06H,T06H BY04,BY04-21
1010,T06H^T06H BY02^BY02-08,T06H,T06H BY02,BY02-08
27,T06H^T06H SR11^SR11-11,T06H,T06H SR11,SR11-11
1349,T06H^T06H BY04^BY04-20,T06H,T06H BY04,BY04-20
541,T06H^T06H BY03^BY03-16,T06H,T06H BY03,BY03-16
852,T06H^T06H SR12^SR12-12,T06H,T06H SR12,SR12-12
562,T06H^T06H BY02^BY02-07,T06H,T06H BY02,BY02-07
447,T07^T07N SR11^SR11-11,T07,T07N SR11,SR11-11
1414,T07^T07N SR10^SR10-10,T07,T07N SR10,SR10-10
1461,T07^T07N BY01^BY01-01,T07,T07N BY01,BY01-01
1591,T07^T07N BY03^BY03-16,T07,T07N BY03,BY03-16
8,T07^T07N BY03^BY03-18,T07,T07N BY03,BY03-18
574,T07^T07N BY03^BY03-14,T07,T07N BY03,BY03-14
1616,T07^T07N BY04^BY04-22,T07,T07N BY04,BY04-22
360,T07^T07N SR12^SR12-12,T07,T07N SR12,SR12-12
51,T07^T07N BY02^BY02-06,T07,T07N BY02,BY02-06
535,T07^T07N BY03^BY03-15,T07,T07N BY03,BY03-15
671,T07^T07N BY04^BY04-20,T07,T07N BY04,BY04-20
1241,T07^T07N BY03^BY03-17,T07,T07N BY03,BY03-17
912,T07^T07N BY04^BY04-21,T07,T07N BY04,BY04-21
445,T07^T07N BY02^BY02-07,T07,T07N BY02,BY02-07
1197,T07^T07N BY02^BY02-05,T07,T07N BY02,BY02-05
247,T07^T07N BY02^BY02-08,T07,T07N BY02,BY02-08
230,T07^T07N BY01^BY01-02,T07,T07N BY01,BY01-02
1128,T07^T07N WAITING^WAIT,T07,T07N WAITING,WAIT
809,T07^T07N BY01^BY01-04,T07,T07N BY01,BY01-04
951,T07^T07N BY04^BY04-19,T07,T07N BY04,BY04-19
949,T07^T07N BY01^BY01-03,T07,T07N BY01,BY01-03
1008,T07^T07N SR09^SR09-09,T07,T07N SR09,SR09-09
468,T07S^T07S BY12^BY12-51,T07S,T07S BY12,BY12-51
1453,T07S^T07S BY10^BY10-41,T07S,T07S BY10,BY10-41
1747,T07S^T07S BY12^BY12-52,T07S,T07S BY12,BY12-52
591,T07S^T07S BY12^BY12-53,T07S,T07S BY12,BY12-53
1108,T07S^null^null,T07S,null,null
568,T07S^T07S BY11^BY11-50,T07S,T07S BY11,BY11-50
6,T07S^T07S BY13^BY13-57,T07S,T07S BY13,BY13-57
1723,T07S^T07S SR46^SR46-46,T07S,T07S SR46,SR46-46
1321,T07S^T07S BY12^BY12-54,T07S,T07S BY12,BY12-54
1023,T07S^T07S BY11^BY11-49,T07S,T07S BY11,BY11-49
925,T07S^T07S WAITING^WAIT,T07S,T07S WAITING,WAIT
1484,T07S^T07S BY13^BY13-56,T07S,T07S BY13,BY13-56
613,T07S^T07S BY10^BY10-44,T07S,T07S BY10,BY10-44
165,T07S^T07S SR45^SR45-45,T07S,T07S SR45,SR45-45
1232,T07S^T07S BY10^BY10-42,T07S,T07S BY10,BY10-42
44,T07S^T07S BY13^BY13-55,T07S,T07S BY13,BY13-55
364,T07S^T07S BY11^BY11-48,T07S,T07S BY11,BY11-48
984,T07S^T07S BY11^BY11-47,T07S,T07S BY11,BY11-47
459,T07S^T07S BY10^BY10-43,T07S,T07S BY10,BY10-43
1104,T08N^T08N SR21^SR21-21,T08N,T08N SR21,SR21-21
690,T08N^T08N BY03^BY03-09,T08N,T08N BY03,BY03-09
416,T08N^T08N BY03^BY03-10,T08N,T08N BY03,BY03-10
404,T08N^T08N BY04^BY04-17,T08N,T08N BY04,BY04-17
1182,T08N^T08N BY04^BY04-15,T08N,T08N BY04,BY04-15
1045,T08N^T08N SR22^SR22-22,T08N,T08N SR22,SR22-22
86,T08N^T08N BY03^BY03-11,T08N,T08N BY03,BY03-11
669,T08N^T08N SR20^SR20-20,T08N,T08N SR20,SR20-20
1047,T08N^T08N BY04^BY04-14,T08N,T08N BY04,BY04-14
863,T08N^T08N BY04^BY04-16,T08N,T08N BY04,BY04-16
239,T08N^T08N BY01^BY01-03,T08N,T08N BY01,BY01-03
389,T08N^T08N BY02^BY02-08,T08N,T08N BY02,BY02-08
1056,T08N^T08N BY01^BY01-04,T08N,T08N BY01,BY01-04
1580,T08N^T08N BY03^BY03-12,T08N,T08N BY03,BY03-12
1116,T08N^T08N SR19^SR19-19,T08N,T08N SR19,SR19-19
644,T08N^T08N BY02^BY02-05,T08N,T08N BY02,BY02-05
698,T08N^T08N BY02^BY02-07,T08N,T08N BY02,BY02-07
1474,T08N^T08N BY02^BY02-06,T08N,T08N BY02,BY02-06
938,T08N^T08N WAITING^WAIT,T08N,T08N WAITING,WAIT
1748,T08N^T08N BY01^BY01-01,T08N,T08N BY01,BY01-01
1151,T08N^T08N BY01^BY01-02,T08N,T08N BY01,BY01-02
1246,T08N^T08N SR18^SR18-18,T08N,T08N SR18,SR18-18
767,T08S^T08S BY01^BY01-23,T08S,T08S BY01,BY01-23
791,T08S^T08S SR38^SR38-38,T08S,T08S SR38,SR38-38
866,T08S^T08S SR42^SR42-42,T08S,T08S SR42,SR42-42
971,T08S^T08S SR31^SR31-31,T08S,T08S SR31,SR31-31
1378,T08S^T08S SR43^SR43-43,T08S,T08S SR43,SR43-43
1623,T08S^T08S BY01^BY01-25,T08S,T08S BY01,BY01-25
1635,T08S^T08S SR30^SR30-30,T08S,T08S SR30,SR30-30
572,T08S^T08S SR37^SR37-37,T08S,T08S SR37,SR37-37
1590,T08S^T08S SR33^SR33-33,T08S,T08S SR33,SR33-33
774,T08S^T08S SR39^SR39-39,T08S,T08S SR39,SR39-39
229,T08S^T08S SR32^SR32-32,T08S,T08S SR32,SR32-32
827,T08S^T08S SR34^SR34-34,T08S,T08S SR34,SR34-34
1509,T08S^T08S SR45^SR45-45,T08S,T08S SR45,SR45-45
100,T08S^T08S SR35^SR35-35,T08S,T08S SR35,SR35-35
344,T08S^T08S WAITING^WAIT,T08S,T08S WAITING,WAIT
92,T08S^T08S BY01^BY01-24,T08S,T08S BY01,BY01-24
87,T08S^T08S SR44^SR44-44,T08S,T08S SR44,SR44-44
901,T08S^T08S BY01^BY01-27,T08S,T08S BY01,BY01-27
580,T08S^T08S SR40^SR40-40,T08S,T08S SR40,SR40-40
1129,T08S^T08S SR36^SR36-36,T08S,T08S SR36,SR36-36
1486,T08S^T08S BY01^BY01-26,T08S,T08S BY01,BY01-26
805,T08S^T08S SR28^SR28-28,T08S,T08S SR28,SR28-28
1124,T08S^T08S SR41^SR41-41,T08S,T08S SR41,SR41-41
840,T08S^T08S SR29^SR29-29,T08S,T08S SR29,SR29-29
1485,T09N^T09N SR12^SR12-12,T09N,T09N SR12,SR12-12
527,T09N^T09N BY01^BY01-03,T09N,T09N BY01,BY01-03
117,T09N^T09N BY05^BY05-26,T09N,T09N BY05,BY05-26
1077,T09N^T09N BY01^BY01-04,T09N,T09N BY01,BY01-04
1084,T09N^T09N BY01^BY01-02,T09N,T09N BY01,BY01-02
120,T09N^T09N BY01^BY01-01,T09N,T09N BY01,BY01-01
886,T09N^T09N BY06^BY06-29,T09N,T09N BY06,BY06-29
1361,T09N^T09N WAITING^WAIT,T09N,T09N WAITING,WAIT
1694,T09N^null^null,T09N,null,null
675,T09N^T09N SR09^SR09-09,T09N,T09N SR09,SR09-09
874,T09N^T09N BY04^BY04-21,T09N,T09N BY04,BY04-21
378,T09N^T09N BY05^BY05-25,T09N,T09N BY05,BY05-25
801,T09N^T09N BY03^BY03-15,T09N,T09N BY03,BY03-15
1460,T09N^T09N BY04^BY04-19,T09N,T09N BY04,BY04-19
1155,T09N^T09N BY04^BY04-22,T09N,T09N BY04,BY04-22
1100,T09N^T09N BY02^BY02-05,T09N,T09N BY02,BY02-05
254,T09N^T09N BY05^BY05-24,T09N,T09N BY05,BY05-24
1024,T09N^T09N BY06^BY06-30,T09N,T09N BY06,BY06-30
1438,T09N^T09N BY06^BY06-27,T09N,T09N BY06,BY06-27
1600,T09N^T09N BY02^BY02-06,T09N,T09N BY02,BY02-06
1401,T09N^T09N BY03^BY03-18,T09N,T09N BY03,BY03-18
1407,T09N^T09N BY06^BY06-28,T09N,T09N BY06,BY06-28
785,T09N^T09N BY04^BY04-20,T09N,T09N BY04,BY04-20
657,T09N^T09N SR11^SR11-11,T09N,T09N SR11,SR11-11
1495,T09N^T09N BY05^BY05-23,T09N,T09N BY05,BY05-23
36,T09N^T09N BY02^BY02-07,T09N,T09N BY02,BY02-07
26,T09N^T09N BY02^BY02-08,T09N,T09N BY02,BY02-08
1187,T09N^T09N BY03^BY03-14,T09N,T09N BY03,BY03-14
1264,T09N^T09N SR10^SR10-10,T09N,T09N SR10,SR10-10
463,T09N^T09N BY03^BY03-17,T09N,T09N BY03,BY03-17
473,T09N^T09N BY06^BY06-31,T09N,T09N BY06,BY06-31
499,T09N^T09N BY03^BY03-16,T09N,T09N BY03,BY03-16
1815,T09S^T09S BY12^BY12-56,T09S,T09S BY12,BY12-56
384,T09S^T09S BY08^BY08-38,T09S,T09S BY08,BY08-38
964,T09S^T09S BY12^BY12-58,T09S,T09S BY12,BY12-58
64,T09S^T09S BY08^BY08-37,T09S,T09S BY08,BY08-37
670,T09S^T09S BY09^BY09-42,T09S,T09S BY09,BY09-42
668,T09S^T09S BY13^BY13-62,T09S,T09S BY13,BY13-62
1392,T09S^T09S BY07^BY07-35,T09S,T09S BY07,BY07-35
755,T09S^T09S SR51^SR51-51,T09S,T09S SR51,SR51-51
1198,T09S^T09S BY13^BY13-60,T09S,T09S BY13,BY13-60
1750,T09S^T09S BY11^BY11-52,T09S,T09S BY11,BY11-52
1203,T09S^T09S BY10^BY10-47,T09S,T09S BY10,BY10-47
82,T09S^T09S BY13^BY13-61,T09S,T09S BY13,BY13-61
933,T09S^T09S BY10^BY10-46,T09S,T09S BY10,BY10-46
958,T09S^T09S BY12^BY12-57,T09S,T09S BY12,BY12-57
1775,T09S^T09S BY07^BY07-36,T09S,T09S BY07,BY07-36
587,T09S^T09S BY07^BY07-32,T09S,T09S BY07,BY07-32
472,T09S^T09S BY08^BY08-40,T09S,T09S BY08,BY08-40
429,T09S^T09S BY08^BY08-39,T09S,T09S BY08,BY08-39
481,T09S^T09S WAITING^WAIT,T09S,T09S WAITING,WAIT
948,T09S^T09S BY09^BY09-45,T09S,T09S BY09,BY09-45
1449,T09S^T09S BY11^BY11-55,T09S,T09S BY11,BY11-55
873,T09S^T09S SR50^SR50-50,T09S,T09S SR50,SR50-50
289,T09S^T09S BY11^BY11-54,T09S,T09S BY11,BY11-54
1472,T09S^T09S BY13^BY13-63,T09S,T09S BY13,BY13-63
693,T09S^T09S BY10^BY10-49,T09S,T09S BY10,BY10-49
1339,T09S^null^null,T09S,null,null
1076,T09S^T09S BY11^BY11-53,T09S,T09S BY11,BY11-53
519,T09S^T09S BY12^BY12-59,T09S,T09S BY12,BY12-59
522,T09S^T09S BY10^BY10-48,T09S,T09S BY10,BY10-48
1508,T09S^T09S BY07^BY07-33,T09S,T09S BY07,BY07-33
1188,T09S^T09S BY09^BY09-44,T09S,T09S BY09,BY09-44
39,T09S^T09S BY07^BY07-34,T09S,T09S BY07,BY07-34
1823,T09S^T09S BY09^BY09-43,T09S,T09S BY09,BY09-43
1699,T09S^T09S SR41^SR41-41,T09S,T09S SR41,SR41-41
1609,T0B^P-2 RT HR12^HR12-12,T0B,P-2 RT HR12,HR12-12
1092,T0B^P-2 RT WAITING^WAIT,T0B,P-2 RT WAITING,WAIT
1436,T0B^P-2 RT HR01^HR01-01,T0B,P-2 RT HR01,HR01-01
97,T0B^P-2 RT HR08^HR08-08,T0B,P-2 RT HR08,HR08-08
89,T10M^T10M BY05^BY05-23,T10M,T10M BY05,BY05-23
1809,T10M^T10M SR12^SR12-12,T10M,T10M SR12,SR12-12
624,T10M^T10M BY06^BY06-27,T10M,T10M BY06,BY06-27
70,T10M^T10M BY05^BY05-26,T10M,T10M BY05,BY05-26
175,T10M^T10M BY05^BY05-24,T10M,T10M BY05,BY05-24
249,T10M^T10M BY04^BY04-19,T10M,T10M BY04,BY04-19
653,T10M^T10M BY04^BY04-22,T10M,T10M BY04,BY04-22
1697,T10M^T10M BY06^BY06-29,T10M,T10M BY06,BY06-29
1218,T10M^T10M WAITING^WAIT,T10M,T10M WAITING,WAIT
1380,T10M^T10M BY06^BY06-31,T10M,T10M BY06,BY06-31
673,T10M^T10M BY06^BY06-30,T10M,T10M BY06,BY06-30
402,T10M^T10M BY04^BY04-20,T10M,T10M BY04,BY04-20
